name,id,max_float,min_float,crates,rarity,weapon,stattrack,collections
★ Hand Wraps | Spruce DDPAT,skin-e757fd7191f9,0.8,0.06,"['crate-4288', 'crate-4352']",Extraordinary,Hand Wraps,False,[]
M4A4 | Howl,skin-8aacf99e7f2f,0.4,0.0,[],Contraband,M4A4,True,[]
M4A4 | 龍王 (Dragon King),skin-d6f2e7995a15,0.75,0.0,['crate-4061'],Classified,M4A4,True,['The Chroma Collection']
M4A4 | Cyber Security,skin-a3b9b4db1604,0.98,0.0,['crate-4717'],Classified,M4A4,True,['The Operation Broken Fang Collection']
M4A4 | Desolate Space,skin-ca4eb6f53d0e,1.0,0.0,['crate-4236'],Classified,M4A4,True,['The Gamma Collection']
M4A4 | Poly Mag,skin-35998e06d00e,1.0,0.0,['crate-4846'],Mil-Spec Grade,M4A4,True,['The Recoil Collection']
M4A4 | Evil Daimyo,skin-b587b6dd9b9b,0.52,0.0,['crate-4091'],Restricted,M4A4,True,['The Falchion Collection']
M4A4 | Griffin,skin-d5a821e17b8c,0.8,0.0,['crate-4029'],Restricted,M4A4,True,['The Vanguard Collection']
M4A4 | Hellfire,skin-12d0c696aacd,0.5,0.0,['crate-4352'],Classified,M4A4,True,['The Operation Hydra Collection']
M4A4 | In Living Color,skin-c62d08aa8da1,0.79,0.0,['crate-4747'],Covert,M4A4,True,['The Snakebite Collection']
M4A4 | Neo-Noir,skin-e8144faeae9f,0.9,0.0,['crate-4471'],Covert,M4A4,True,['The Clutch Collection']
M4A4 | Tooth Fairy,skin-1e9229953491,0.73,0.0,['crate-4698'],Classified,M4A4,True,['The Fracture Collection']
M4A4 | Temukau,skin-1aba3ea9ecc5,0.8,0.0,['crate-4880'],Covert,M4A4,True,['The Revolution Collection']
M4A4 | Hellish,skin-e7d48237eb0f,1.0,0.0,"['crate-5126', 'crate-5225']",Classified,M4A4,False,['The Train 2025 Collection']
M4A4 | Poseidon,skin-ad324799f97c,0.33,0.0,[],Classified,M4A4,False,['The Gods and Monsters Collection']
M4A4 | Desert-Strike,skin-e3516262b49a,0.7000000000000001,0.0,['crate-4017'],Covert,M4A4,True,['The Huntsman Collection']
M4A4 | X-Ray,skin-ea15a4e5483d,0.30000000000000004,0.0,['crate-4005'],Covert,M4A4,True,['The eSports 2013 Winter Collection']
M4A4 | Spider Lily,skin-d303b15d1f4f,1.0,0.0,['crate-4790'],Restricted,M4A4,True,['The Operation Riptide Collection']
M4A4 | Magnesium,skin-a5017daf162c,1.0,0.0,['crate-4548'],Mil-Spec Grade,M4A4,True,['The Danger Zone Collection']
M4A4 | The Coalition,skin-95749d3887bc,1.0,0.0,[],Covert,M4A4,False,['The 2021 Train Collection']
M4A4 | The Emperor,skin-8c5b9b7ce9f2,0.8,0.0,['crate-4598'],Covert,M4A4,True,['The Prisma Collection']
M4A4 | The Battlestar,skin-62c54d49e07a,0.64,0.0,['crate-4187'],Covert,M4A4,True,['The Wildfire Collection']
M4A4 | Eye of Horus,skin-bc3cce11bb11,0.7000000000000001,0.0,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Covert,M4A4,False,['The Anubis Collection']
M4A4 | Royal Paladin,skin-4c83a4940ef3,0.8,0.0,['crate-4186'],Covert,M4A4,True,['The Revolver Case Collection']
M4A4 | Buzz Kill,skin-01d7c60eddbb,0.7000000000000001,0.0,['crate-4288'],Covert,M4A4,True,['The Glove Collection']
M4A4 | Steel Work,skin-07d3aad223e4,0.7000000000000001,0.0,[],Industrial Grade,M4A4,False,['The Radiant Collection']
M4A4 | Urban DDPAT,skin-044cebc994db,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Industrial Grade,M4A4,False,['The Train Collection']
M4A4 | Red DDPAT,skin-294fc9bca944,0.5,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Restricted,M4A4,False,['The 2021 Dust 2 Collection']
M4A4 | Desert Storm,skin-2011f352d26c,0.8,0.06,[],Industrial Grade,M4A4,False,['The Dust Collection']
M4A4 | Modern Hunter,skin-17c03292f670,0.8,0.06,[],Restricted,M4A4,False,['The Militia Collection']
M4A4 | Converter,skin-ff8258cd7dac,0.4,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Mil-Spec Grade,M4A4,False,['The 2018 Inferno Collection']
M4A4 | Jungle Tiger,skin-5039c3ce742f,0.8,0.06,[],Industrial Grade,M4A4,False,['The Aztec Collection']
M4A4 | Aeolian Dark,skin-9449a702cb3c,0.65,0.0,[],Industrial Grade,M4A4,False,['The Achroma Collection']
M4A4 | Naval Shred Camo,skin-c096d50b4039,0.6000000000000001,0.0,[],Industrial Grade,M4A4,False,['The Ascent Collection']
M4A4 | Turbine,skin-6bdcfb1366c6,0.85,0.0,['crate-7003'],Restricted,M4A4,True,['The Gallery Collection']
M4A4 | Choppa,skin-5626422553f8,1.0,0.0,['crate-7007'],Mil-Spec Grade,M4A4,True,['The Fever Collection']
M4A4 | Full Throttle,skin-e7c2a01982dd,1.0,0.0,['crate-5176'],Covert,M4A4,True,['The Genesis Collection']
M4A4 | Etch Lord,skin-0e160542d6d4,1.0,0.0,['crate-4904'],Restricted,M4A4,True,['The Kilowatt Collection']
M4A1-S | Fade,skin-81eee26a1c31,0.08,0.0,[],Covert,M4A1-S,False,['The Sport & Field Collection']
M4A1-S | Moss Quartz,skin-da38a63696ab,0.5,0.0,[],Industrial Grade,M4A1-S,False,['The Norse Collection']
M4A1-S | Atomic Alloy,skin-196d87753c91,0.9,0.0,['crate-4017'],Classified,M4A1-S,True,['The Huntsman Collection']
M4A1-S | Blue Phosphor,skin-144ddd95becd,0.08,0.0,[],Classified,M4A1-S,False,['The Control Collection']
M4A1-S | Knight,skin-7678cc4af1fb,0.1,0.0,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Classified,M4A1-S,False,['The Cobblestone Collection']
M4A1-S | Dark Water,skin-795d725893f2,0.26,0.1,['crate-4001'],Restricted,M4A1-S,True,['The Arms Deal Collection']
M4A1-S | Hot Rod,skin-7562e4bd91c7,0.08,0.0,[],Classified,M4A1-S,False,['The Chop Shop Collection']
M4A1-S | Basilisk,skin-a9716a5f7bc2,0.68,0.0,['crate-4029'],Restricted,M4A1-S,True,['The Vanguard Collection']
M4A1-S | Guardian,skin-f7d21206f3a7,0.5,0.0,['crate-4009'],Classified,M4A1-S,True,['The Winter Offensive Collection']
M4A1-S | Master Piece,skin-5e983b2fc436,1.0,0.0,"['crate-4028', 'crate-4037', 'crate-4085', 'crate-4135', 'crate-4180', 'crate-4229', 'crate-4277', 'crate-4347', 'crate-4399', 'crate-4466', 'crate-4543', 'crate-4593', 'crate-4663', 'crate-4812', 'crate-4838', 'crate-4863', 'crate-4896', 'crate-4929']",Classified,M4A1-S,False,['The Overpass Collection']
M4A1-S | Flashback,skin-3795f6827a11,1.0,0.0,['crate-4288'],Restricted,M4A1-S,True,['The Glove Collection']
M4A1-S | Hyper Beast,skin-7b1351c2adba,1.0,0.0,['crate-4089'],Covert,M4A1-S,True,['The Chroma 2 Collection']
M4A1-S | Welcome to the Jungle,skin-f448735cd1c2,1.0,0.0,"['crate-4813', 'crate-4839', 'crate-4864', 'crate-4897', 'crate-4930', 'crate-4971', 'crate-5124', 'crate-5223']",Covert,M4A1-S,False,['The Ancient Collection']
M4A1-S | Player Two,skin-4dd5dccd2fdd,0.84,0.0,['crate-4695'],Covert,M4A1-S,True,['The Prisma 2 Collection']
M4A1-S | Cyrex,skin-0ae3586c85da,0.5,0.0,['crate-4018'],Covert,M4A1-S,True,['The Breakout Collection']
M4A1-S | Emphorosaur-S,skin-e4cd5a266934,0.8,0.0,['crate-4880'],Restricted,M4A1-S,True,['The Revolution Collection']
M4A1-S | Briefing,skin-c254f71da49b,0.8,0.0,['crate-4352'],Mil-Spec Grade,M4A1-S,True,['The Operation Hydra Collection']
M4A1-S | Nightmare,skin-2746c427a1c5,1.0,0.0,['crate-4482'],Classified,M4A1-S,True,['The Horizon Collection']
M4A1-S | Printstream,skin-8e45a15cf7f5,0.8,0.0,['crate-4717'],Covert,M4A1-S,True,['The Operation Broken Fang Collection']
M4A1-S | Chantico's Fire,skin-815a9f1c0092,0.99,0.0,['crate-4233'],Covert,M4A1-S,True,['The Chroma 3 Collection']
M4A1-S | Stratosphere,skin-d5c4cc36d66a,0.8,0.0,[],Classified,M4A1-S,False,['The Ascent Collection']
M4A1-S | Decimator,skin-7b3af96bd1e4,0.85,0.0,['crate-4351'],Classified,M4A1-S,True,['The Spectrum Collection']
M4A1-S | Mecha Industries,skin-102a47219b11,0.8,0.0,['crate-4236'],Covert,M4A1-S,True,['The Gamma Collection']
M4A1-S | Leaded Glass,skin-c9be0566433c,0.7000000000000001,0.0,['crate-4403'],Classified,M4A1-S,True,['The Spectrum 2 Collection']
M4A1-S | Imminent Danger,skin-5b5a4da33e83,0.8,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Covert,M4A1-S,False,['The 2021 Vertigo Collection']
M4A1-S | Night Terror,skin-ec2dd0814c74,0.7000000000000001,0.0,['crate-4818'],Restricted,M4A1-S,True,['The Dreams & Nightmares Collection']
M4A1-S | Mud-Spec,skin-41f71f1a5f50,0.73,0.0,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Industrial Grade,M4A1-S,False,['The Anubis Collection']
M4A1-S | Control Panel,skin-88c0ba610062,1.0,0.0,"['crate-4546', 'crate-4596', 'crate-4665', 'crate-4814', 'crate-4840', 'crate-4865', 'crate-4898', 'crate-4931', 'crate-4972', 'crate-5125', 'crate-5224']",Classified,M4A1-S,False,['The 2018 Nuke Collection']
M4A1-S | Golden Coil,skin-02db706d8db0,1.0,0.0,['crate-4138'],Covert,M4A1-S,True,['The Shadow Collection']
M4A1-S | Glitched Paint,skin-75c237bdd4fc,0.67,0.0,[],Restricted,M4A1-S,False,['The Radiant Collection']
M4A1-S | Boreal Forest,skin-7c750505c0aa,0.8,0.06,"['crate-4006', 'crate-4013']",Industrial Grade,M4A1-S,False,['The Italy Collection']
M4A1-S | Rose Hex,skin-d474744b61b7,0.5,0.0,[],Mil-Spec Grade,M4A1-S,False,['The Radiant Collection']
M4A1-S | Icarus Fell,skin-68c8a5bf2c2a,0.1,0.0,[],Restricted,M4A1-S,False,['The Gods and Monsters Collection']
M4A1-S | Bright Water,skin-e31ccc486589,0.22,0.1,['crate-4003'],Restricted,M4A1-S,True,['The Bravo Collection']
M4A1-S | Wash me plz,skin-85f1f4db456f,0.58,0.0,['crate-5221'],Industrial Grade,M4A1-S,False,['The Overpass 2024 Collection']
M4A1-S | Blood Tiger,skin-c0f5c14db9e0,0.30000000000000004,0.0,['crate-4004'],Mil-Spec Grade,M4A1-S,True,['The Arms Deal 2 Collection']
M4A1-S | VariCamo,skin-2d90d1532701,0.6000000000000001,0.0,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Mil-Spec Grade,M4A1-S,False,['The Dust 2 Collection']
M4A1-S | Party Animal,skin-bc5a36f177b0,0.6000000000000001,0.0,[],Classified,M4A1-S,False,['The Harlequin Collection']
M4A1-S | Black Lotus,skin-63c1d72b8501,0.7000000000000001,0.0,['crate-4904'],Classified,M4A1-S,True,['The Kilowatt Collection']
M4A1-S | Liquidation,skin-41345355b55a,1.0,0.0,['crate-5176'],Restricted,M4A1-S,True,['The Genesis Collection']
M4A1-S | Vaporwave,skin-aa9558c8a01f,0.597321,0.0,['crate-7003'],Covert,M4A1-S,True,['The Gallery Collection']
M4A1-S | Nitro,skin-42f5954907eb,0.8,0.06,"['crate-4006', 'crate-4013']",Restricted,M4A1-S,False,['The Safehouse Collection']
M4A1-S | Solitude,skin-fc8f37597f72,0.7000000000000001,0.0,[],Classified,M4A1-S,False,['Limited Edition Item']
M4A1-S | Fizzy POP,skin-d89f3dc16ecd,0.5700000000000001,0.0,[],Mil-Spec Grade,M4A1-S,False,['The 2021 Train Collection']
M4A4 | Tornado,skin-7f6fd04e5efe,0.8,0.06,"['crate-4023', 'crate-4032', 'crate-4080', 'crate-4133', 'crate-4178', 'crate-4227', 'crate-4396', 'crate-4463']",Industrial Grade,M4A4,False,['The Inferno Collection']
M4A4 | Polysoup,skin-b5bc3553f7e1,0.64,0.0,[],Restricted,M4A4,False,['The Graphic Design Collection']
M4A4 | Dark Blossom,skin-2da1ee3a50e4,0.5,0.0,[],Industrial Grade,M4A4,False,['The St. Marc Collection']
M4A4 | Radiation Hazard,skin-2ce369af670c,0.8,0.06,"['crate-4025', 'crate-4034', 'crate-4082', 'crate-4232', 'crate-4280', 'crate-4350', 'crate-4402', 'crate-4469']",Mil-Spec Grade,M4A4,False,['The Nuke Collection']
M4A4 | Zirka,skin-1d49604dde9e,0.42,0.06,['crate-4003'],Restricted,M4A4,True,['The Bravo Collection']
M4A4 | Faded Zebra,skin-dff11cd5eb08,0.8,0.06,['crate-4002'],Mil-Spec Grade,M4A4,True,['The eSports 2013 Collection']
M4A4 | Sheet Lightning,skin-25e2a5c0a7df,0.75,0.0,[],Restricted,M4A4,False,['The Boreal Collection']
MAC-10 | Fade,skin-ee40f2adf026,0.08,0.0,[],Mil-Spec Grade,MAC-10,False,['The Chop Shop Collection']
MAC-10 | Amber Fade,skin-045414110f51,0.4,0.0,"['crate-4006', 'crate-4013', 'crate-4024', 'crate-4033', 'crate-4081', 'crate-4132', 'crate-4177', 'crate-4226', 'crate-4275', 'crate-4345', 'crate-4397', 'crate-4464', 'crate-4541', 'crate-4591', 'crate-4661']",Mil-Spec Grade,MAC-10,False,['The Mirage Collection']
MAC-10 | Last Dive,skin-d3caeffc5ec8,0.52,0.0,['crate-4351'],Restricted,MAC-10,True,['The Spectrum Collection']
MAC-10 | Gold Brick,skin-b21f4fbf965a,0.7000000000000001,0.0,"['crate-4813', 'crate-4839', 'crate-4864', 'crate-4897', 'crate-4930', 'crate-4971', 'crate-5124', 'crate-5223']",Restricted,MAC-10,False,['The Ancient Collection']
MAC-10 | Copper Borre,skin-4c2dd0cc0324,0.5,0.0,[],Mil-Spec Grade,MAC-10,False,['The Norse Collection']
MAC-10 | Aloha,skin-3f4120c9e552,0.65,0.0,['crate-4352'],Mil-Spec Grade,MAC-10,True,['The Operation Hydra Collection']
MAC-10 | Lapis Gator,skin-c6ff1f1300c7,0.5,0.0,['crate-4187'],Mil-Spec Grade,MAC-10,True,['The Wildfire Collection']
MAC-10 | Malachite,skin-4938e7b7b6cd,0.5,0.0,['crate-4061'],Restricted,MAC-10,True,['The Chroma Collection']
MAC-10 | Oceanic,skin-9b16f88ae206,0.6000000000000001,0.0,['crate-4403'],Mil-Spec Grade,MAC-10,True,['The Spectrum 2 Collection']
MAC-10 | Nuclear Garden,skin-9f0f8f333aaa,0.7000000000000001,0.0,"['crate-4026', 'crate-4035', 'crate-4083', 'crate-4136', 'crate-4181', 'crate-4230', 'crate-4278', 'crate-4348', 'crate-4400', 'crate-4467', 'crate-4544', 'crate-4594']",Mil-Spec Grade,MAC-10,False,['The Cache Collection']
MAC-10 | Red Filigree,skin-ed43fbef2a5f,0.5,0.0,[],Restricted,MAC-10,False,['The Canals Collection']
MAC-10 | Silver,skin-47412dd518bb,0.08,0.0,[],Industrial Grade,MAC-10,False,['The Bank Collection']
MAC-10 | Graven,skin-2af390dd512c,0.8,0.06,['crate-4003'],Restricted,MAC-10,True,['The Bravo Collection']
MAC-10 | Carnivore,skin-5c202c8939b2,1.0,0.0,['crate-4236'],Mil-Spec Grade,MAC-10,True,['The Gamma Collection']
MAC-10 | Case Hardened,skin-af29d4349bcd,1.0,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Restricted,MAC-10,False,['The 2021 Dust 2 Collection']
MAC-10 | Tatter,skin-148586fd3375,0.5,0.0,['crate-4017'],Restricted,MAC-10,True,['The Huntsman Collection']
MAC-10 | Commuter,skin-d2a72f7cdb9e,1.0,0.0,[],Industrial Grade,MAC-10,False,['The Baggage Collection']
MAC-10 | Rangeen,skin-3bf986f6377c,0.5,0.0,['crate-4138'],Mil-Spec Grade,MAC-10,True,['The Shadow Collection']
MAC-10 | Curse,skin-c928639d51cb,0.5,0.0,[],Restricted,MAC-10,True,['The Huntsman Collection']
MAC-10 | Allure,skin-c16825526581,1.0,0.0,['crate-4698'],Restricted,MAC-10,True,['The Fracture Collection']
MAC-10 | Monkeyflage,skin-cf8d25d8a85c,1.0,0.0,['crate-4846'],Mil-Spec Grade,MAC-10,True,['The Recoil Collection']
MAC-10 | Disco Tech,skin-f5a050fa5280,1.0,0.0,['crate-4695'],Classified,MAC-10,True,['The Prisma 2 Collection']
MAC-10 | Neon Rider,skin-bb6ba9602776,0.45,0.0,['crate-4089'],Covert,MAC-10,True,['The Chroma 2 Collection']
MAC-10 | Ensnared,skin-7b9cc6bc31ef,0.9,0.0,['crate-4818'],Mil-Spec Grade,MAC-10,True,['The Dreams & Nightmares Collection']
MAC-10 | Button Masher,skin-d5acd24fcb47,1.0,0.0,['crate-4747'],Restricted,MAC-10,True,['The Snakebite Collection']
MAC-10 | Propaganda,skin-ff4f93793484,0.62,0.0,[],Classified,MAC-10,False,['The 2021 Train Collection']
MAC-10 | Heat,skin-4ef0fd14ae8f,1.0,0.0,['crate-4011'],Restricted,MAC-10,True,['The Phoenix Collection']
MAC-10 | Sakkaku,skin-7815c7fae965,0.79,0.21,['crate-4880'],Restricted,MAC-10,True,['The Revolution Collection']
MAC-10 | Echoing Sands,skin-eba9dcbab8fc,0.8,0.02,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Industrial Grade,MAC-10,False,['The Anubis Collection']
MAC-10 | Toybox,skin-87390b8680ce,1.0,0.0,['crate-4790'],Classified,MAC-10,True,['The Operation Riptide Collection']
MAC-10 | Pipsqueak,skin-4d819a5e4be2,0.9,0.0,['crate-5221'],Mil-Spec Grade,MAC-10,False,['The Overpass 2024 Collection']
MAC-10 | Calf Skin,skin-7f9562bfa6a5,1.0,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Industrial Grade,MAC-10,False,['The 2018 Inferno Collection']
MAC-10 | Classic Crate,skin-d136bb4f23cb,1.0,0.0,['crate-4669'],Mil-Spec Grade,MAC-10,True,['The CS20 Collection']
MAC-10 | Pipe Down,skin-5bd6cfc7249e,0.9,0.0,['crate-4548'],Restricted,MAC-10,True,['The Danger Zone Collection']
MAC-10 | Whitefish,skin-1541026f04e1,1.0,0.0,['crate-4598'],Mil-Spec Grade,MAC-10,True,['The Prisma Collection']
MAC-10 | Hot Snakes,skin-97cabeaedccd,1.0,0.0,[],Classified,MAC-10,False,['The Havoc Collection']
MAC-10 | Stalker,skin-46bae9d6c6b0,1.0,0.0,['crate-4620'],Covert,MAC-10,True,['The Shattered Web Collection']
MAC-10 | Urban DDPAT,skin-93c8e6d94f2a,0.8,0.06,['crate-4666'],Consumer Grade,MAC-10,False,['The Vertigo Collection']
MAC-10 | Strats,skin-543aa962d655,0.6000000000000001,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Consumer Grade,MAC-10,False,['The 2021 Vertigo Collection']
MAC-10 | Snow Splash,skin-d269db65b6ea,0.6000000000000001,0.0,[],Industrial Grade,MAC-10,False,['The Achroma Collection']
MAC-10 | Acid Hex,skin-1086e586f1bf,0.58,0.0,[],Industrial Grade,MAC-10,False,['The Boreal Collection']
MAC-10 | Poplar Thicket,skin-efe243521c5e,0.68,0.0,[],Mil-Spec Grade,MAC-10,False,['The Boreal Collection']
MAC-10 | Light Box,skin-543d85d8ca60,1.0,0.0,['crate-4904'],Mil-Spec Grade,MAC-10,True,['The Kilowatt Collection']
MAC-10 | Cat Fight,skin-0befed15aba5,1.0,0.0,['crate-5176'],Restricted,MAC-10,True,['The Genesis Collection']
MAC-10 | Saibā Oni,skin-1328a63c72b5,0.66,0.0,['crate-7003'],Restricted,MAC-10,True,['The Gallery Collection']
MAC-10 | Derailment,skin-9fc289ff7b61,0.7000000000000001,0.0,"['crate-5126', 'crate-5225']",Restricted,MAC-10,False,['The Train 2025 Collection']
MAC-10 | Bronzer,skin-d33e14057f12,0.8,0.0,[],Consumer Grade,MAC-10,False,['The Radiant Collection']
MAC-10 | Indigo,skin-747c96cb8106,0.8,0.06,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Consumer Grade,MAC-10,False,['The Cobblestone Collection']
MAC-10 | Ultraviolet,skin-730314e8501f,0.8,0.06,['crate-4019'],Mil-Spec Grade,MAC-10,True,['The eSports 2014 Summer Collection']
MAC-10 | Candy Apple,skin-528001b964c3,0.30000000000000004,0.0,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Industrial Grade,MAC-10,False,['The Train Collection']
MAC-10 | Tornado,skin-31eae8d1e829,0.8,0.06,[],Consumer Grade,MAC-10,False,['The Militia Collection']
MAC-10 | Storm Camo,skin-9973f96c93b5,0.637288,0.0,[],Consumer Grade,MAC-10,False,['The Ascent Collection']
MAC-10 | Sienna Damask,skin-62d86c75d355,0.6000000000000001,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Consumer Grade,MAC-10,False,['The 2021 Mirage Collection']
MAC-10 | Palm,skin-12618d4259ab,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Industrial Grade,MAC-10,False,['The Dust 2 Collection']
MAC-10 | Surfwood,skin-adc9de003296,0.5,0.0,[],Consumer Grade,MAC-10,False,['The St. Marc Collection']
MAG-7 | Carbon Fiber,skin-c58461846f85,0.12,0.0,[],Industrial Grade,MAG-7,False,['The Control Collection']
MAG-7 | Chainmail,skin-a52d5df8a85b,0.22,0.0,[],Industrial Grade,MAG-7,False,['The Norse Collection']
MAG-7 | Hard Water,skin-f316468861b1,0.45,0.0,['crate-4352'],Mil-Spec Grade,MAG-7,True,['The Operation Hydra Collection']
MAG-7 | Sonar,skin-cc6ec471ea94,0.45,0.0,['crate-4288'],Mil-Spec Grade,MAG-7,True,['The Glove Collection']
MAG-7 | Navy Sheen,skin-3033f9235a6c,0.55,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Consumer Grade,MAG-7,False,['The 2021 Mirage Collection']
MAG-7 | Metallic DDPAT,skin-5816114a2e7c,0.08,0.0,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Industrial Grade,MAG-7,False,['The Train Collection']
MAG-7 | Silver,skin-175c48cc6d6b,0.08,0.0,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Industrial Grade,MAG-7,False,['The Cobblestone Collection']
MAG-7 | SWAG-7,skin-f0063cb51e43,0.92,0.0,['crate-4471'],Restricted,MAG-7,True,['The Clutch Collection']
MAG-7 | Rust Coat,skin-7cc934394691,1.0,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Consumer Grade,MAG-7,False,['The 2018 Inferno Collection']
MAG-7 | Heaven Guard,skin-31a620b2b0c6,0.4,0.0,['crate-4011'],Mil-Spec Grade,MAG-7,True,['The Phoenix Collection']
MAG-7 | Insomnia,skin-e6a7543c4187,1.0,0.0,['crate-4880'],Mil-Spec Grade,MAG-7,True,['The Revolution Collection']
MAG-7 | Monster Call,skin-0fd1ba0e61e0,1.0,0.0,['crate-4698'],Restricted,MAG-7,True,['The Fracture Collection']
MAG-7 | Cobalt Core,skin-0bc881325706,0.5,0.0,['crate-4138'],Mil-Spec Grade,MAG-7,True,['The Shadow Collection']
MAG-7 | Foresight,skin-c8ccc993ef98,0.7000000000000001,0.0,['crate-4818'],Mil-Spec Grade,MAG-7,True,['The Dreams & Nightmares Collection']
MAG-7 | Heat,skin-fadb57cf0d51,1.0,0.0,['crate-4089'],Restricted,MAG-7,True,['The Chroma 2 Collection']
MAG-7 | Petroglyph,skin-18a6943d8cc2,0.44,0.0,['crate-4281'],Restricted,MAG-7,True,['The Gamma 2 Collection']
MAG-7 | BI83 Spectrum,skin-fbe7862c26f8,0.6000000000000001,0.0,['crate-4790'],Restricted,MAG-7,True,['The Operation Riptide Collection']
MAG-7 | Cinquedea,skin-3146353a788f,1.0,0.0,[],Classified,MAG-7,False,['The Canals Collection']
MAG-7 | Copper Coated,skin-7c46ff3046d0,1.0,0.0,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Mil-Spec Grade,MAG-7,False,['The Anubis Collection']
MAG-7 | Justice,skin-a71a424b6eb1,1.0,0.0,['crate-4695'],Classified,MAG-7,True,['The Prisma 2 Collection']
MAG-7 | Popdog,skin-25cbd4e0e058,0.8,0.0,['crate-4669'],Mil-Spec Grade,MAG-7,True,['The CS20 Collection']
MAG-7 | Praetorian,skin-31658eeb1561,0.45,0.0,['crate-4187'],Restricted,MAG-7,True,['The Wildfire Collection']
MAG-7 | Counter Terrace,skin-74686c262656,0.65,0.0,[],Mil-Spec Grade,MAG-7,False,['The Rising Sun Collection']
